set	num	name	原因
S4a	261/190	多龍巴魯托	無官方id
S4a	262/190	伽勒爾 大蔥鴨	無官方id
S4a	263/190	伽勒爾 蔥遊兵	無官方id
S4a	264/190	伽勒爾 哭哭面具	無官方id
S4a	265/190	伽勒爾 死神板	無官方id
S4a	266/190	小炭仔	無官方id
S4a	267/190	大炭車	無官方id
S4a	268/190	巨炭山	無官方id
S4a	269/190	沙包蛇	無官方id
S4a	270/190	沙螺蟒	無官方id
S4a	271/190	拳拳蛸	無官方id
S4a	272/190	八爪武師	無官方id
S4a	273/190	列陣兵	無官方id
S4a	274/190	巨石丁	無官方id
S4a	275/190	瓦斯彈	無官方id
S4a	276/190	伽勒爾 雙彈瓦斯	無官方id
S4a	277/190	伽勒爾 蛇紋熊	無官方id
S4a	278/190	伽勒爾 直衝熊	無官方id
S4a	279/190	伽勒爾 堵攔熊	無官方id
S4a	280/190	偷兒狐	無官方id
S4a	281/190	狐大盜	無官方id
S4a	282/190	搗蛋小妖	無官方id
S4a	283/190	詐唬魔	無官方id
S4a	284/190	長毛巨魔	無官方id
S4a	285/190	伽勒爾 喵喵	無官方id
S4a	286/190	伽勒爾 喵頭目	無官方id
S4a	287/190	伽勒爾 泥巴魚	無官方id
S4a	288/190	鋼鎧鴉	無官方id
S4a	289/190	銅象	無官方id
S4a	290/190	大王銅象	無官方id
S4a	291/190	鋁鋼龍	無官方id
S4a	292/190	泡沫栗鼠	無官方id
S4a	293/190	奇諾栗鼠	無官方id
S4a	294/190	鴨寶寶	無官方id
S4a	295/190	舞天鵝	無官方id
S4a	296/190	掘掘兔	無官方id
S4a	297/190	智揮猩	無官方id
S4a	298/190	貪心栗鼠	無官方id
S4a	299/190	藏飽栗鼠	無官方id
S4a	300/190	稚山雀	無官方id
S4a	301/190	藍鴉	無官方id
S4a	302/190	毛辮羊	無官方id
S4a	303/190	毛毛角羊	無官方id
S4a	304/190	轟擂金剛猩V	無官方id
S4a	305/190	轟擂金剛猩VMAX	無官方id
S4a	306/190	白蓬蓬V	無官方id
S4a	307/190	噴火龍V	無官方id
S4a	308/190	噴火龍VMAX	無官方id
S4a	309/190	焚焰蚣V	無官方id
S4a	310/190	焚焰蚣VMAX	無官方id
S4a	311/190	拉普拉斯V	無官方id
S4a	312/190	拉普拉斯VMAX	無官方id
S4a	313/190	逐電犬V	無官方id
S4a	314/190	顫弦蠑螈V	無官方id
S4a	315/190	顫弦蠑螈VMAX	無官方id
S4a	316/190	愛管侍V	無官方id
S4a	317/190	多龍巴魯托V	無官方id
S4a	318/190	多龍巴魯托VMAX	無官方id
S4a	319/190	列陣兵V	無官方id
S4a	320/190	叉字蝠VMAX	無官方id
S4a	321/190	長毛巨魔V	無官方id
S4a	322/190	長毛巨魔VMAX	無官方id
S4a	323/190	百變怪V	無官方id
S4a	324/190	百變怪VMAX	無官方id
S4a	325/190	毛毛角羊V	無官方id
S4a	326/190	古月鳥V	無官方id
S4a	327/190	無極汰那V	無官方id
S4a	328/190	無極汰那VMAX	無官方id
S4a	329/190	蒼響V	無官方id
S4a	330/190	藏瑪然特V	無官方id
S5I	071/070	蘋裹龍V	無官方id
S5I	072/070	卡璞・鳴鳴V	無官方id
S5I	073/070	謎擬QV	無官方id
S5I	074/070	一擊武道熊師V	無官方id
S5I	075/070	一擊武道熊師V	無官方id
S5I	076/070	班基拉斯V	無官方id
S5I	077/070	班基拉斯V	無官方id
S5I	078/070	長毛狗V	無官方id
S5I	079/070	馬士德 一擊流	無官方id
S5I	080/070	希巴	無官方id
S5I	081/070	芙蓉	無官方id
S5I	082/070	蘋裹龍VMAX	無官方id
S5I	083/070	卡璞・鳴鳴VMAX	無官方id
S5I	084/070	一擊武道熊師VMAX	無官方id
S5I	085/070	一擊武道熊師VMAX	無官方id
S5I	086/070	馬士德 一擊流	無官方id
S5I	087/070	希巴	無官方id
S5I	088/070	芙蓉	無官方id
S5I	089/070	黑魯加	無官方id
S5I	090/070	學習裝置	無官方id
S5I	091/070	一擊能量	無官方id
S5R	071/070	音箱蟀V	無官方id
S5R	072/070	比克提尼V	無官方id
S5R	073/070	帝王拿波V	無官方id
S5R	074/070	帝王拿波V	無官方id
S5R	075/070	奈克洛茲瑪V	無官方id
S5R	076/070	連擊武道熊師V	無官方id
S5R	077/070	連擊武道熊師V	無官方id
S5R	078/070	鋼鎧鴉V	無官方id
S5R	079/070	馬士德 連擊流	無官方id
S5R	080/070	芽米	無官方id
S5R	081/070	可爾妮的氣勢	無官方id
S5R	082/070	比克提尼VMAX	無官方id
S5R	083/070	連擊武道熊師VMAX	無官方id
S5R	084/070	連擊武道熊師VMAX	無官方id
S5R	085/070	鋼鎧鴉VMAX	無官方id
S5R	086/070	馬士德 連擊流	無官方id
S5R	087/070	芽米	無官方id
S5R	088/070	可爾妮的氣勢	無官方id
S5R	089/070	章魚桶	無官方id
S5R	090/070	等級球	無官方id
S5R	091/070	連擊能量	無官方id
S5a	071/070	火焰雞V	無官方id
S5a	072/070	雷鳥龍V	無官方id
S5a	073/070	伽勒爾 急凍鳥V	無官方id
S5a	074/070	伽勒爾 急凍鳥V	無官方id
S5a	075/070	伽勒爾 閃電鳥V	無官方id
S5a	076/070	伽勒爾 閃電鳥V	無官方id
S5a	077/070	伽勒爾 火焰鳥V	無官方id
S5a	078/070	伽勒爾 火焰鳥V	無官方id
S5a	079/070	伽勒爾 呆呆王V	無官方id
S5a	080/070	伽勒爾 呆呆王V	無官方id
S5a	081/070	克拉拉	無官方id
S5a	082/070	賽寶利	無官方id
S5a	083/070	藤樹	無官方id
S5a	084/070	梨花的信念	無官方id
S5a	085/070	火焰雞VMAX	無官方id
S5a	086/070	火焰雞VMAX	無官方id
S5a	087/070	雷鳥龍VMAX	無官方id
S5a	088/070	伽勒爾 呆呆王VMAX	無官方id
S5a	089/070	克拉拉	無官方id
S5a	090/070	賽寶利	無官方id
S5a	091/070	藤樹	無官方id
S5a	092/070	梨花的信念	無官方id
S5a	093/070	卡比獸	無官方id
S5a	094/070	潮漩之扇	無官方id
S5a	095/070	活力之壺	無官方id
S5a	096/070	基本鬥能量	無官方id
S6H	071/070	波爾凱尼恩V	無官方id
S6H	072/070	白馬蕾冠王V	無官方id
S6H	073/070	白馬蕾冠王V	無官方id
S6H	074/070	伽勒爾 烈焰馬V	無官方id
S6H	075/070	伽勒爾 烈焰馬V	無官方id
S6H	076/070	沙螺蟒V	無官方id
S6H	077/070	酷豹V	無官方id
S6H	078/070	龍捲雲V	無官方id
S6H	079/070	龍捲雲V	無官方id
S6H	080/070	亞莎	無官方id
S6H	081/070	美蓉	無官方id
S6H	082/070	醫生	無官方id
S6H	083/070	皮歐尼	無官方id
S6H	084/070	白馬蕾冠王VMAX	無官方id
S6H	085/070	白馬蕾冠王VMAX	無官方id
S6H	086/070	沙螺蟒VMAX	無官方id
S6H	087/070	龍捲雲VMAX	無官方id
S6H	088/070	亞莎	無官方id
S6H	089/070	美蓉	無官方id
S6H	090/070	醫生	無官方id
S6H	091/070	皮歐尼	無官方id
S6H	092/070	青銅鐘	無官方id
S6H	093/070	渡魂燈籠	無官方id
S6H	094/070	粗硬頭盔	無官方id
S6H	095/070	基本水能量	無官方id
S6K	071/070	時拉比V	無官方id
S6K	072/070	鰓魚海獸V	無官方id
S6K	073/070	捷拉奧拉V	無官方id
S6K	074/070	捷拉奧拉V	無官方id
S6K	075/070	黑馬蕾冠王V	無官方id
S6K	076/070	黑馬蕾冠王V	無官方id
S6K	077/070	巨金怪V	無官方id
S6K	078/070	幸福蛋V	無官方id
S6K	079/070	幸福蛋V	無官方id
S6K	080/070	菊子	無官方id
S6K	081/070	夏科婭	無官方id
S6K	082/070	志米	無官方id
S6K	083/070	嘉德麗雅	無官方id
S6K	084/070	時拉比VMAX	無官方id
S6K	085/070	黑馬蕾冠王VMAX	無官方id
S6K	086/070	黑馬蕾冠王VMAX	無官方id
S6K	087/070	巨金怪VMAX	無官方id
S6K	088/070	菊子	無官方id
S6K	089/070	夏科婭	無官方id
S6K	090/070	志米	無官方id
S6K	091/070	嘉德麗雅	無官方id
S6K	092/070	頑皮雷彈	無官方id
S6K	093/070	山谷回音喇叭	無官方id
S6K	094/070	霧之水晶	無官方id
S6K	095/070	基本超能量	無官方id
S6a	070/069	葉伊布V	無官方id
S6a	071/069	葉伊布V	無官方id
S6a	072/069	火伊布V	無官方id
S6a	073/069	火伊布V	無官方id
S6a	074/069	水伊布V	無官方id
S6a	075/069	水伊布V	無官方id
S6a	076/069	冰伊布V	無官方id
S6a	077/069	冰伊布V	無官方id
S6a	078/069	雷伊布V	無官方id
S6a	079/069	雷伊布V	無官方id
S6a	080/069	太陽伊布V	無官方id
S6a	081/069	太陽伊布V	無官方id
S6a	082/069	仙子伊布V	無官方id
S6a	083/069	仙子伊布V	無官方id
S6a	084/069	月亮伊布V	無官方id
S6a	085/069	月亮伊布V	無官方id
S6a	086/069	瑪瓜	無官方id
S6a	087/069	香氛姐姐	無官方id
S6a	088/069	葉伊布VMAX	無官方id
S6a	089/069	葉伊布VMAX	無官方id
S6a	090/069	冰伊布VMAX	無官方id
S6a	091/069	冰伊布VMAX	無官方id
S6a	092/069	仙子伊布VMAX	無官方id
S6a	093/069	仙子伊布VMAX	無官方id
S6a	094/069	月亮伊布VMAX	無官方id
S6a	095/069	月亮伊布VMAX	無官方id
S6a	096/069	瑪瓜	無官方id
S6a	097/069	香氛姐姐	無官方id
S6a	098/069	千面避役	無官方id
S6a	099/069	搖搖奶昔	無官方id
S6a	100/069	草路競技場	無官方id
S6a	101/069	基本惡能量	無官方id
S7D	068/067	水君V	無官方id
S7D	069/067	泥偶巨人V	無官方id
S7D	070/067	泥偶巨人V	無官方id
S7D	071/067	鬃岩狼人V	無官方id
S7D	072/067	灰塵山V	無官方id
S7D	073/067	音波龍V	無官方id
S7D	074/067	音波龍V	無官方id
S7D	075/067	鋁鋼龍V	無官方id
S7D	076/067	鋁鋼龍V	無官方id
S7D	077/067	奇巴納	無官方id
S7D	078/067	女學生	無官方id
S7D	079/067	模仿少女	無官方id
S7D	080/067	鬃岩狼人VMAX	無官方id
S7D	081/067	灰塵山VMAX	無官方id
S7D	082/067	鋁鋼龍VMAX	無官方id
S7D	083/067	鋁鋼龍VMAX	無官方id
S7D	084/067	奇巴納	無官方id
S7D	085/067	女學生	無官方id
S7D	086/067	模仿少女	無官方id
S7D	087/067	克雷色利亞	無官方id
S7D	088/067	全罩防守	無官方id
S7D	089/067	結晶洞窟	無官方id
S7D	090/067	基本鋼能量	無官方id
S7R	068/067	朽木妖V	無官方id
S7R	069/067	火神蛾V	無官方id
S7R	070/067	暴鯉龍V	無官方id
S7R	071/067	恰雷姆V	無官方id
S7R	072/067	恰雷姆V	無官方id
S7R	073/067	快龍V	無官方id
S7R	074/067	快龍V	無官方id
S7R	075/067	烈空坐V	無官方id
S7R	076/067	烈空坐V	無官方id
S7R	077/067	莎娜	無官方id
S7R	078/067	男學生	無官方id
S7R	079/067	希嘉娜的決心	無官方id
S7R	080/067	朽木妖VMAX	無官方id
S7R	081/067	暴鯉龍VMAX	無官方id
S7R	082/067	烈空坐VMAX	無官方id
S7R	083/067	烈空坐VMAX	無官方id
S7R	084/067	莎娜	無官方id
S7R	085/067	男學生	無官方id
S7R	086/067	希嘉娜的決心	無官方id
S7R	087/067	雪妖女	無官方id
S7R	088/067	玩具捕捉器	無官方id
S7R	089/067	暴風雨山脈	無官方id
S7R	090/067	基本雷能量	無官方id
S8	101/100	甜冷美后V	無官方id
S8	102/100	水晶燈火靈V	無官方id
S8	103/100	好勝毛蟹V	無官方id
S8	104/100	逐電犬V	無官方id
S8	105/100	夢幻V	無官方id
S8	106/100	夢幻V	無官方id
S8	107/100	胡帕V	無官方id
S8	108/100	蓋諾賽克特V	無官方id
S8	109/100	蓋諾賽克特V	無官方id
S8	110/100	藏飽栗鼠V	無官方id
S8	111/100	藏飽栗鼠V	無官方id
S8	112/100	花月	無官方id
S8	113/100	小菊兒的璀璨	無官方id
S8	114/100	伯特與天桐與寇恩	無官方id
S8	115/100	舞者	無官方id
S8	116/100	水晶燈火靈VMAX	無官方id
S8	117/100	逐電犬VMAX	無官方id
S8	118/100	夢幻VMAX	無官方id
S8	119/100	夢幻VMAX	無官方id
S8	120/100	藏飽栗鼠VMAX	無官方id
S8	121/100	花月	無官方id
S8	122/100	小菊兒的璀璨	無官方id
S8	123/100	伯特與天桐與寇恩	無官方id
S8	124/100	舞者	無官方id
S8	125/100	茸茸羊	無官方id
S8	126/100	強力糖錠	無官方id
S8	127/100	訓練場地	無官方id
S8	128/100	基本草能量	無官方id
S8	129/100	基本火能量	無官方id
S8a	029/028	博士的研究 大木博士	無官方id
S8a	030/028	夢幻	無官方id
S8b	185/184	暴雪王	無官方id
S8b	186/184	蘋裹龍	無官方id
S8b	187/184	噴火龍	無官方id
S8b	188/184	火伊布	無官方id
S8b	189/184	水伊布	無官方id
S8b	190/184	刺龍王	無官方id
S8b	191/184	章魚桶	無官方id
S8b	192/184	雪絨蛾	無官方id
S8b	193/184	雷伊布	無官方id
S8b	194/184	茸茸羊	無官方id
S8b	195/184	捷克羅姆	無官方id
S8b	196/184	沙奈朵	無官方id
S8b	197/184	詛咒娃娃	無官方id
S8b	198/184	黑夜魔靈	無官方id
S8b	199/184	烏賊王	無官方id
S8b	200/184	咚咚鼠	無官方id
S8b	201/184	霜奶仙	無官方id
S8b	202/184	岩狗狗	無官方id
S8b	203/184	投擲猴	無官方id
S8b	204/184	列陣兵	無官方id
S8b	205/184	阿利多斯	無官方id
S8b	206/184	黑魯加	無官方id
S8b	207/184	伽勒爾 堵攔熊	無官方id
S8b	208/184	青銅鐘	無官方id
S8b	209/184	赤面龍	無官方id
S8b	210/184	伊布	無官方id
S8b	211/184	飄浮泡泡	無官方id
S8b	212/184	智揮猩	無官方id
S8b	213/184	音箱蟀V	無官方id
S8b	214/184	以歐路普V	無官方id
S8b	215/184	以歐路普VMAX	無官方id
S8b	216/184	火焰雞V	無官方id
S8b	217/184	火焰雞VMAX	無官方id
S8b	218/184	焚焰蚣V	無官方id
S8b	219/184	焚焰蚣VMAX	無官方id
S8b	220/184	白馬蕾冠王V	無官方id
S8b	221/184	白馬蕾冠王VMAX	無官方id
S8b	222/184	皮卡丘V	無官方id
S8b	223/184	皮卡丘VMAX	無官方id
S8b	224/184	捷拉奧拉V	無官方id
S8b	225/184	逐電犬V	無官方id
S8b	226/184	莫魯貝可V-UNION	無官方id
S8b	227/184	莫魯貝可V-UNION	無官方id
S8b	228/184	莫魯貝可V-UNION	無官方id
S8b	229/184	莫魯貝可V-UNION	無官方id
S8b	230/184	伽勒爾 急凍鳥V	無官方id
S8b	231/184	仙子伊布V	無官方id
S8b	232/184	仙子伊布VMAX	無官方id
S8b	233/184	謎擬QV	無官方id
S8b	234/184	謎擬QVMAX	無官方id
S8b	235/184	黑馬蕾冠王V	無官方id
S8b	236/184	黑馬蕾冠王VMAX	無官方id
S8b	237/184	伽勒爾 閃電鳥V	無官方id
S8b	238/184	一擊武道熊師V	無官方id
S8b	239/184	一擊武道熊師VMAX	無官方id
S8b	240/184	連擊武道熊師V	無官方id
S8b	241/184	連擊武道熊師VMAX	無官方id
S8b	242/184	伽勒爾 火焰鳥V	無官方id
S8b	243/184	叉字蝠V	無官方id
S8b	244/184	月亮伊布V	無官方id
S8b	245/184	月亮伊布VMAX	無官方id
S8b	246/184	無極汰那V	無官方id
S8b	247/184	無極汰那VMAX	無官方id
S8b	248/184	鋼鎧鴉V	無官方id
S8b	249/184	鋼鎧鴉VMAX	無官方id
S8b	250/184	蒼響V	無官方id
S8b	251/184	藏瑪然特V	無官方id
S8b	252/184	烈空坐VMAX	無官方id
S8b	253/184	鋁鋼龍VMAX	無官方id
S8b	254/184	幸福蛋V	無官方id
S8b	255/184	阿塞蘿拉的預感	無官方id
S8b	256/184	歐尼奧	無官方id
S8b	257/184	卡蕪	無官方id
S8b	258/184	伽勒爾的夥伴	無官方id
S8b	259/184	奇巴納	無官方id
S8b	260/184	西餐廚師	無官方id
S8b	261/184	彩豆	無官方id
S8b	262/184	裁判	無官方id
S8b	263/184	索德與西爾迪	無官方id
S8b	264/184	聶梓	無官方id
S8b	265/184	芭內特博士	無官方id
S8b	266/184	博士的研究 紅豆杉博士	無官方id
S8b	267/184	冒險家的發現	無官方id
S8b	268/184	老大的指令 弗拉達利	無官方id
S8b	269/184	波普菈	無官方id
S8b	270/184	瑪瓜	無官方id
S8b	271/184	老闆	無官方id
S8b	272/184	馬士德 一擊流	無官方id
S8b	273/184	馬士德 連擊流	無官方id
S8b	274/184	美蓉	無官方id
S8b	275/184	亞洛	無官方id
S8b	276/184	小優	無官方id
S8b	277/184	露璃娜	無官方id
S8b	278/184	白馬蕾冠王VMAX	無官方id
S8b	279/184	皮卡丘VMAX	無官方id
S8b	280/184	夢幻VMAX	無官方id
S8b	281/184	黑馬蕾冠王VMAX	無官方id
S8b	282/184	一擊武道熊師VMAX	無官方id
S8b	283/184	連擊武道熊師VMAX	無官方id
S8b	284/184	烈空坐VMAX	無官方id
S8b	285/184	鋁鋼龍VMAX	無官方id
S9	101/100	謝米V	無官方id
S9	102/100	噴火龍V	無官方id
S9	103/100	噴火龍V	無官方id
S9	104/100	霓虹魚V	無官方id
S9	105/100	霓虹魚V	無官方id
S9	106/100	雷丘V	無官方id
S9	107/100	風妖精V	無官方id
S9	108/100	烏鴉頭頭V	無官方id
S9	109/100	烏鴉頭頭V	無官方id
S9	110/100	沙漠蜻蜓V	無官方id
S9	111/100	阿爾宙斯V	無官方id
S9	112/100	阿爾宙斯V	無官方id
S9	117/100	謝米VSTAR	無官方id
S9	118/100	噴火龍VSTAR	無官方id
S9	119/100	風妖精VSTAR	無官方id
S9	120/100	阿爾宙斯VSTAR	無官方id
S9	125/100	阿爾宙斯VSTAR	無官方id
S9a	068/067	羅絲雷朵	無官方id
S9a	069/067	水晶燈火靈	無官方id
S9a	070/067	詭角鹿	無官方id
S9a	071/067	劈斧螳螂	無官方id
S9a	072/067	大狼犬	無官方id
S9a	073/067	咕咕	無官方id
S9a	074/067	畢力吉翁V	無官方id
S9a	075/067	寶石海星V	無官方id
S9a	076/067	洗翠 火爆獸V	無官方id
S9a	077/067	洗翠 狙射樹梟V	無官方id
S9a	078/067	洗翠 大劍鬼V	無官方id
S9a	079/067	烈咬陸鯊V	無官方id
S9a	080/067	星月	無官方id
S9a	081/067	杜娟	無官方id
S9a	082/067	馬加木	無官方id
S9a	083/067	寶石海星V	無官方id
S9a	084/067	烈咬陸鯊V	無官方id
S9a	085/067	洗翠 火爆獸VSTAR	無官方id
S9a	086/067	洗翠 狙射樹梟VSTAR	無官方id
S9a	087/067	洗翠 大劍鬼VSTAR	無官方id
S9a	088/067	星月	無官方id
S9a	089/067	杜娟	無官方id
S9a	090/067	馬加木	無官方id
S9a	091/067	洗翠 大劍鬼VSTAR	無官方id
S9a	092/067	講究腰帶	無官方id
S9a	093/067	祝慶村	無官方id
SC1a	173/154	顫弦蠑螈VMAX	無官方id
SC1a	174/154	莫魯貝可VMAX	無官方id
SC1a	175/154	多龍巴魯托VMAX	無官方id
SC1a	176/154	巨石丁VMAX	無官方id
SC1a	177/154	大王銅象VMAX	無官方id
SC1a	182/154	伽勒爾 喵頭目	無官方id
SC1a	183/154	蒼響V	無官方id
SC1a	184/154	藏瑪然特V	無官方id
SC1b	172/153	轟擂金剛猩VMAX	無官方id
SC1b	173/153	閃焰王牌VMAX	無官方id
SC1b	174/153	拉普拉斯VMAX	無官方id
SC1b	175/153	千面避役VMAX	無官方id
SC1b	176/153	烏賊王VMAX	無官方id
SC1b	177/153	卡比獸VMAX	無官方id
SC1b	182/153	雪絨蛾	無官方id
SC2a	146/145	巴大蝶V	無官方id
SC2a	147/145	薩戮德V	無官方id
SC2a	148/145	暴噬龜V	無官方id
SC2a	149/145	沙奈朵V	無官方id
SC2a	150/145	伽勒爾 魔靈珊瑚V	無官方id
SC2a	151/145	霜奶仙V	無官方id
SC2a	152/145	叉字蝠V	無官方id
SC2a	153/145	無極汰那V	無官方id
SC2a	154/145	大姐姐	無官方id
SC2a	155/145	卡蕪	無官方id
SC2a	156/145	聶梓	無官方id
SC2a	157/145	波普菈	無官方id
SC2a	158/145	巴大蝶VMAX	無官方id
SC2a	159/145	暴噬龜VMAX	無官方id
SC2a	160/145	沙奈朵VMAX	無官方id
SC2a	161/145	霜奶仙VMAX	無官方id
SC2a	162/145	無極汰那VMAX	無官方id
SC2a	167/145	轟擂金剛猩	無官方id
SC2a	168/145	智揮猩	無官方id
SC2b	145/144	黑魯加V	無官方id
SC2b	146/144	焚焰蚣V	無官方id
SC2b	147/144	電龍V	無官方id
SC2b	148/144	鍬農炮蟲V	無官方id
SC2b	149/144	超甲狂犀V	無官方id
SC2b	150/144	巨炭山V	無官方id
SC2b	151/144	八爪武師V	無官方id
SC2b	152/144	大鋼蛇V	無官方id
SC2b	153/144	巨鉗螳螂V	無官方id
SC2b	154/144	伽勒爾 泥巴魚V	無官方id
SC2b	155/144	暴飛龍V	無官方id
SC2b	156/144	波克基斯V	無官方id
SC2b	160/144	焚焰蚣VMAX	無官方id
SC2b	161/144	巨炭山VMAX	無官方id
SC2b	162/144	巨鉗螳螂VMAX	無官方id
SC2b	163/144	暴飛龍VMAX	無官方id
SC2b	164/144	波克基斯VMAX	無官方id
SC2b	168/144	巨炭山	無官方id
SI	415/414	皮卡丘V	無官方id
SI	416/414	布魯皇V	無官方id
SI	417/414	藏瑪然特V	無官方id
SI	420/414	伽勒爾 急凍鳥V	無官方id
SI	421/414	伽勒爾 閃電鳥V	無官方id
SI	422/414	伽勒爾 火焰鳥V	無官方id
SM-P	001/SM-P	皮卡丘	無官方id
SM-P	002/SM-P	謎擬Q	無官方id
SM-P	003/SM-P	伊布	無官方id
SM-P	004/SM-P	甜冷美后	無官方id
SM-P	005/SM-P	鳳王GX	無官方id
SM-P	006/SM-P	鍬農炮蟲	無官方id
SM-P	007/SM-P	卡璞・鳴鳴GX	無官方id
SM-P	008/SM-P	破破舵輪	無官方id
SM-P	009/SM-P	瑪夏多	無官方id
SM-P	010/SM-P	爆肌蚊GX	無官方id
SM-P	011/SM-P	三首惡龍	無官方id
SM-P	012/SM-P	仙子伊布GX	無官方id
SM-P	013/SM-P	智揮猩	無官方id
SM-P	022/SM-P	葉伊布GX	無官方id
SM-P	023/SM-P	呆呆獸	無官方id
SM-P	024/SM-P	水君	無官方id
SM-P	025/SM-P	蓋歐卡	無官方id
SM-P	026/SM-P	冰伊布GX	無官方id
SM-P	027/SM-P	雷電獸	無官方id
SM-P	028/SM-P	騎拉帝納	無官方id
SM-P	029/SM-P	烏賊王	無官方id
SM-P	030/SM-P	奈克洛茲瑪 拂曉之翼GX	無官方id
SM-P	031/SM-P	瑪狃拉	無官方id
SM-P	032/SM-P	阿羅拉 地鼠	無官方id
SM-P	033/SM-P	卡璞・蝶蝶	無官方id
SM-P	034/SM-P	七夕青鳥	無官方id
SM-P	035/SM-P	究極奈克洛茲瑪GX	無官方id
SM-P	042/SM-P	基拉祈	無官方id
SM-P	043/SM-P	時拉比&妙蛙花GX	無官方id
SM-P	044/SM-P	噴火龍	無官方id
SM-P	045/SM-P	水晶燈火靈	無官方id
SM-P	046/SM-P	波爾凱尼恩	無官方id
SM-P	047/SM-P	水箭龜GX	無官方id
SM-P	048/SM-P	尼多后	無官方id
SM-P	049/SM-P	超夢	無官方id
SM-P	050/SM-P	瑪夏多	無官方id
SM-P	051/SM-P	瑪夏多&怪力GX	無官方id
SM-P	052/SM-P	壘磊石	無官方id
SM-P	053/SM-P	伊布&卡比獸GX	無官方id
SM-P	054/SM-P	貓老大	無官方id
SM-P	066/SM-P	水箭龜&波加曼GX	無官方id
SM-P	073/SM-P	快龍GX	無官方id
SM-P	074/SM-P	超級長耳兔&胖丁GX	無官方id
SM-P	092/SM-P	咚咚鼠GX	無官方id
SM-P	093/SM-P	卡璞・蝶蝶GX	無官方id
SM-P	094/SM-P	伊布GX	無官方id
SV-P	068/SV-P	妙蛙種子	無官方id
SV-P	069/SV-P	妙蛙草	無官方id
SV-P	070/SV-P	妙蛙花ex	無官方id
SV-P	071/SV-P	小火龍	無官方id
SV-P	072/SV-P	火恐龍	無官方id
SV-P	073/SV-P	噴火龍ex	無官方id
SV-P	074/SV-P	傑尼龜	無官方id
SV-P	075/SV-P	卡咪龜	無官方id
SV-P	076/SV-P	水箭龜ex	無官方id
SV-P	077/SV-P	噴火龍ex	無官方id
SV-P	094/SV-P	烈焰馬	無官方id
SV-P	095/SV-P	椰蛋樹	無官方id
SV-P	096/SV-P	熱帶龍	無官方id
SV-P	097/SV-P	甜竹竹	無官方id
SV-P	172/SV-P	皮卡丘	無官方id
SV-P	173/SV-P	阿羅拉 三地鼠	無官方id
SV-P	193/SV-P	伊布	無官方id
SV-P	194/SV-P	伊布	無官方id
SV-P	195/SV-P	水伊布	無官方id
SV-P	196/SV-P	雷伊布	無官方id
SV-P	197/SV-P	火伊布	無官方id
SV-P	198/SV-P	伊布	無官方id
SV-P	199/SV-P	葉伊布	無官方id
SV-P	200/SV-P	冰伊布	無官方id
SV-P	201/SV-P	太陽伊布	無官方id
SV-P	202/SV-P	月亮伊布	無官方id
SV-P	203/SV-P	仙子伊布	無官方id
SV-P	205/SV-P	莉莉艾的花療環環	無官方id
SV-P	206/SV-P	N的索羅亞	無官方id
SV-P	207/SV-P	鬃岩狼人	無官方id
SV-P	219/SV-P	火箭隊的喵喵	無官方id
SV-P	241/SV-P	索羅亞	無官方id
SV-P	248/SV-P	皮卡丘	無官方id
